"playerID","trialID","questionset","question","condition","correctanswer","stimuli.true","response_1","response_2","response_3","correct_1","correct_2","correct_3","gender","race","marital","eng.first.lang","eng.read","lang.home","zip","citizenship","years.in.us","enrolled","education","employed","income","hh.size","deg.minors","poli.party","poli.orient","religious","religion","edu.ordinal","income.ordinal","relig.ordinal","ideology_strength"
"omijLjFnStQ5fM49D",22,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"0","12","17",TRUE,TRUE,TRUE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","Yes","Excellent","Spanish or Spanish Creole",32303,"UNITED STATES",27,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","3-5","0","Democratic","Liberal","Probably not","Catholicism",1,3,2,2
"omijLjFnStQ5fM49D",22,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"61","38","32",TRUE,FALSE,FALSE,"Female","Hispanic or Latino (e.g. Mexican, Puerto Rican, Cuban, etc.)","Living with partner","Yes","Excellent","Spanish or Spanish Creole",32303,"UNITED STATES",27,"No","High school diploma or GED","Yes, full time","$20,001 - $50,000","3-5","0","Democratic","Liberal","Probably not","Catholicism",1,3,2,2
"RQgiPZPN7jLKd5Crr",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"43","21","36",TRUE,TRUE,TRUE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","No","Excellent","An Asian Pacific or South-East Asian language (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)",43210,"UNITED STATES",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Independent","Moderate","Definitely not","I do not identify with any of these",3,5,1,1
"RQgiPZPN7jLKd5Crr",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"31","68","98",TRUE,FALSE,FALSE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","No","Excellent","An Asian Pacific or South-East Asian language (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)",43210,"UNITED STATES",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Independent","Moderate","Definitely not","I do not identify with any of these",3,5,1,1
"RQgiPZPN7jLKd5Crr",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"56","48","21",TRUE,FALSE,FALSE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","No","Excellent","An Asian Pacific or South-East Asian language (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)",43210,"UNITED STATES",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Independent","Moderate","Definitely not","I do not identify with any of these",3,5,1,1
"RQgiPZPN7jLKd5Crr",27,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"29","33","70",FALSE,FALSE,TRUE,"Female","Asian Pacific or South-East Asian (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)","Single, never married","No","Excellent","An Asian Pacific or South-East Asian language (e.g. Japanese, Korean, Chinese, Thai, Vietnamese, etc.)",43210,"UNITED STATES",10,"No","Bachelor's degree","Yes, full time","$75,001-$100,000","3-5","0","Independent","Moderate","Definitely not","I do not identify with any of these",3,5,1,1
"wuetWXrR75qFbtHuH",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"100","99","100",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",33614,"UNITED STATES",52,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Republican","Very conservative","Definitely yes","I do not identify with any of these",2,2,5,3
"wuetWXrR75qFbtHuH",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"99","100","100",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",33614,"UNITED STATES",52,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Republican","Very conservative","Definitely yes","I do not identify with any of these",2,2,5,3
"wuetWXrR75qFbtHuH",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",33614,"UNITED STATES",52,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Republican","Very conservative","Definitely yes","I do not identify with any of these",2,2,5,3
"wuetWXrR75qFbtHuH",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"100","100","100",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",33614,"UNITED STATES",52,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Republican","Very conservative","Definitely yes","I do not identify with any of these",2,2,5,3
"phHiaSxxz6Z8W2B7P",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"87","58","49",FALSE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60181,"UNITED STATES",43,"No","Bachelor's degree","No","$100,001 - $150,000","3-5","0","Democratic","Liberal","Definitely yes","Catholicism",3,6,5,2
"phHiaSxxz6Z8W2B7P",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"39","57","70",FALSE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60181,"UNITED STATES",43,"No","Bachelor's degree","No","$100,001 - $150,000","3-5","0","Democratic","Liberal","Definitely yes","Catholicism",3,6,5,2
"phHiaSxxz6Z8W2B7P",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"79","30","40",TRUE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60181,"UNITED STATES",43,"No","Bachelor's degree","No","$100,001 - $150,000","3-5","0","Democratic","Liberal","Definitely yes","Catholicism",3,6,5,2
"phHiaSxxz6Z8W2B7P",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"21","19","20",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",60181,"UNITED STATES",43,"No","Bachelor's degree","No","$100,001 - $150,000","3-5","0","Democratic","Liberal","Definitely yes","Catholicism",3,6,5,2
"ggqxm3djFqxC22ATZ",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"4","4","1",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13142,"UNITED STATES",62,"No","Some college","No","Less than $10,000","1","0","Independent","Liberal","Definitely not","Agnosticism",2,1,1,2
"ggqxm3djFqxC22ATZ",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"54","68","76",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13142,"UNITED STATES",62,"No","Some college","No","Less than $10,000","1","0","Independent","Liberal","Definitely not","Agnosticism",2,1,1,2
"ggqxm3djFqxC22ATZ",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"79","69","58",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13142,"UNITED STATES",62,"No","Some college","No","Less than $10,000","1","0","Independent","Liberal","Definitely not","Agnosticism",2,1,1,2
"ggqxm3djFqxC22ATZ",41,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"28","18","1",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",13142,"UNITED STATES",62,"No","Some college","No","Less than $10,000","1","0","Independent","Liberal","Definitely not","Agnosticism",2,1,1,2
"yzhZkMYWz3kwKPJvt",9,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"28","30","30",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",28640,"UNITED STATES",44,"No","Some college","Yes, part time","$75,001-$100,000","2","0","Republican","Conservative","Probably yes","I do not identify with any of these",2,5,4,2
"yzhZkMYWz3kwKPJvt",9,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"98","97","99",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",28640,"UNITED STATES",44,"No","Some college","Yes, part time","$75,001-$100,000","2","0","Republican","Conservative","Probably yes","I do not identify with any of these",2,5,4,2
"yzhZkMYWz3kwKPJvt",9,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"82","66","80",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",28640,"UNITED STATES",44,"No","Some college","Yes, part time","$75,001-$100,000","2","0","Republican","Conservative","Probably yes","I do not identify with any of these",2,5,4,2
"yzhZkMYWz3kwKPJvt",9,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"68","69","66",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",28640,"UNITED STATES",44,"No","Some college","Yes, part time","$75,001-$100,000","2","0","Republican","Conservative","Probably yes","I do not identify with any of these",2,5,4,2
"u9XmccqGMX9pKwEua",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"37","62","54",FALSE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48115,"UNITED STATES",24,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,3,1,2
"u9XmccqGMX9pKwEua",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"18","55","34",TRUE,FALSE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48115,"UNITED STATES",24,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,3,1,2
"u9XmccqGMX9pKwEua",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"28","14","14",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48115,"UNITED STATES",24,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,3,1,2
"u9XmccqGMX9pKwEua",8,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"100","85","75",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Living with partner","Yes","Excellent","English",48115,"UNITED STATES",24,"No","Bachelor's degree","Yes, full time","$20,001 - $50,000","1","0","Democratic","Liberal","Definitely not","Atheism",3,3,1,2
"q5W84bGe6TvFbcpPA",28,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim1_false_political.png","Probabilistic","0",TRUE,"21","26","25",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",45249,"UNITED STATES",56,"No","Bachelor's degree","Yes, part time","$20,001 - $50,000","2","0","Democratic","Liberal","Definitely not","Catholicism",3,3,1,2
"q5W84bGe6TvFbcpPA",28,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim18_terrorism_true.png","Probabilistic","100",FALSE,"70","70","75",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",45249,"UNITED STATES",56,"No","Bachelor's degree","Yes, part time","$20,001 - $50,000","2","0","Democratic","Liberal","Definitely not","Catholicism",3,3,1,2
"q5W84bGe6TvFbcpPA",28,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim6_political_false.png","Probabilistic","0",TRUE,"41","38","38",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",45249,"UNITED STATES",56,"No","Bachelor's degree","Yes, part time","$20,001 - $50,000","2","0","Democratic","Liberal","Definitely not","Catholicism",3,3,1,2
"q5W84bGe6TvFbcpPA",28,"stim1_f_num,stim6_f_num,stim13_t_num,stim18_t_num","stim13_economics_true.png","Probabilistic","100",FALSE,"10","66","65",FALSE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",45249,"UNITED STATES",56,"No","Bachelor's degree","Yes, part time","$20,001 - $50,000","2","0","Democratic","Liberal","Definitely not","Catholicism",3,3,1,2
"2ZZyqEp62bGEmmL2f",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim8_news_false.png","Probabilistic","0",TRUE,"30","19","17",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Good","English",14621,"UNITED STATES",33,"No","Some college","Yes, part time","$20,001 - $50,000","2","0","Independent","Moderate","Probably not","Agnosticism",2,3,2,1
"2ZZyqEp62bGEmmL2f",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"30","35","45",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Good","English",14621,"UNITED STATES",33,"No","Some college","Yes, part time","$20,001 - $50,000","2","0","Independent","Moderate","Probably not","Agnosticism",2,3,2,1
"2ZZyqEp62bGEmmL2f",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"1","6","0",FALSE,FALSE,FALSE,"Male","Black or African American","Single, never married","Yes","Good","English",14621,"UNITED STATES",33,"No","Some college","Yes, part time","$20,001 - $50,000","2","0","Independent","Moderate","Probably not","Agnosticism",2,3,2,1
"2ZZyqEp62bGEmmL2f",20,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"7","12","25",TRUE,TRUE,TRUE,"Male","Black or African American","Single, never married","Yes","Good","English",14621,"UNITED STATES",33,"No","Some college","Yes, part time","$20,001 - $50,000","2","0","Independent","Moderate","Probably not","Agnosticism",2,3,2,1
"gc5dmXCHDJ7DPeKuh",4,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"0","0","100",TRUE,TRUE,FALSE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",72117,"UNITED STATES",49,"No","Some college","No","$50,001- $75,000","3-5","1-2","Democratic","Liberal","Definitely not","Atheism",2,4,1,2
"gc5dmXCHDJ7DPeKuh",4,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"100","10","0",FALSE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",72117,"UNITED STATES",49,"No","Some college","No","$50,001- $75,000","3-5","1-2","Democratic","Liberal","Definitely not","Atheism",2,4,1,2
"gc5dmXCHDJ7DPeKuh",4,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"100","100","100",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",72117,"UNITED STATES",49,"No","Some college","No","$50,001- $75,000","3-5","1-2","Democratic","Liberal","Definitely not","Atheism",2,4,1,2
"gc5dmXCHDJ7DPeKuh",4,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"52","100","100",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Married","Yes","Excellent","English",72117,"UNITED STATES",49,"No","Some college","No","$50,001- $75,000","3-5","1-2","Democratic","Liberal","Definitely not","Atheism",2,4,1,2
"Q3gSX2deP5GAtrLwJ",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim5_vaccines_false.png","Probabilistic","0",TRUE,"61","59","55",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",77385,"UNITED STATES",28,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",2,3,1,1
"Q3gSX2deP5GAtrLwJ",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim14_health_true.png","Probabilistic","100",FALSE,"54","54","55",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",77385,"UNITED STATES",28,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",2,3,1,1
"Q3gSX2deP5GAtrLwJ",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim11_politics_true.png","Probabilistic","100",FALSE,"9","10","9",FALSE,FALSE,FALSE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",77385,"UNITED STATES",28,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",2,3,1,1
"Q3gSX2deP5GAtrLwJ",39,"stim5_f_num,stim4_f_num,stim11_t_num,stim14_t_num","stim4_vaccines_false.png","Probabilistic","0",TRUE,"40","29","34",TRUE,TRUE,TRUE,"Male","White, non-Hispanic or Latino","Single, never married","Yes","Excellent","English",77385,"UNITED STATES",28,"No","Some college","Yes, full time","$20,001 - $50,000","1","0","Independent","Moderate","Definitely not","Agnosticism",2,3,1,1
"jNWWCLWHGX5yBe85D",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim9_politics_true.png","Probabilistic","100",FALSE,"6","5","24",FALSE,FALSE,FALSE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",97367,"UNITED STATES",49,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Independent","Moderate","Probably yes","I do not identify with any of these",2,2,4,1
"jNWWCLWHGX5yBe85D",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim3_vaccines_false.png","Probabilistic","0",TRUE,"3","5","4",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",97367,"UNITED STATES",49,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Independent","Moderate","Probably yes","I do not identify with any of these",2,2,4,1
"jNWWCLWHGX5yBe85D",31,"stim8_f_num,stim3_f_num,stim10_t_num,stim9_t_num","stim10_politics_true.png","Probabilistic","100",FALSE,"74","60","75",TRUE,TRUE,TRUE,"Female","White, non-Hispanic or Latino","Divorced","Yes","Excellent","English",97367,"UNITED STATES",49,"No","Some college","Yes, part time","$10,000 - $20,000","1","0","Independent","Moderate","Probably yes","I do not identify with any of these",2,2,4,1
